filename,width,height,class,xmin,ymin,xmax,ymax
IMG_2921_JPG.rf.51d53d875b2374fbfff311a20189e366.jpg,640,640,Seal-width,404,334,423,407
111_8321_JPG.rf.30490f1e90ac5e62184438b441752826.jpg,640,640,Wrinkle,432,394,461,469
IMG_2579_JPG.rf.9fed03905ba5b57c7e9133700415545e.jpg,640,640,Seal-width,247,275,306,312
IMG_2579_JPG.rf.9fed03905ba5b57c7e9133700415545e.jpg,640,640,Seal-width,298,231,326,276
IMG_2579_JPG.rf.9fed03905ba5b57c7e9133700415545e.jpg,640,640,Foreign_particle,423,177,430,184
IMG_1996_JPG.rf.644922440b66fc16264f37380175fa2c.jpg,640,640,Wrinkle,421,421,446,458
IMG_1804_JPG.rf.9927046b1a53185c9bbb3f0569485e28.jpg,640,640,Seal-width,141,292,190,334
IMG_1804_JPG.rf.9927046b1a53185c9bbb3f0569485e28.jpg,640,640,Seal-width,116,334,150,391
IMG_1804_JPG.rf.9927046b1a53185c9bbb3f0569485e28.jpg,640,640,Foreign_particle,512,361,519,373
IMG_2916_JPG.rf.54b1b8dd110d3c6eeb13df89689069a2.jpg,640,640,Seal-width,105,261,181,327
IMG_2916_JPG.rf.54b1b8dd110d3c6eeb13df89689069a2.jpg,640,640,Seal-width,163,329,187,415
IMG_2686_JPG.rf.6d2aeffe43f2819dc616152a17d3d2bb.jpg,640,640,Foreign_particle,159,373,164,382
IMG_2693_JPG.rf.fe4d8cb9c8f8c1e9022b1b6330209429.jpg,640,640,Foreign_particle,169,284,175,293
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Wrinkle,137,494,166,516
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Leakage,449,350,546,496
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Wrinkle,423,410,441,459
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Wrinkle,466,502,483,528
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Wrinkle,499,508,523,531
IMG_1717_JPG.rf.d62293e50318efcb1af6e442c1d6dab7.jpg,640,640,Wrinkle,555,418,574,443
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Saline-level,117,323,208,461
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,168,411,171,415
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,151,439,155,445
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,444,404,448,409
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,314,354,318,360
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,271,442,274,447
IMG_2453_JPG.rf.a61f2da43f33dc0c269eefc71de8945f.jpg,640,640,Foreign_particle,314,439,318,447
IMG_2581_JPG.rf.596725568e97e75d7eb2b199dd5e0134.jpg,640,640,Seal-width,319,284,381,324
IMG_2581_JPG.rf.596725568e97e75d7eb2b199dd5e0134.jpg,640,640,Seal-width,295,214,328,284
IMG_2575_JPG.rf.5218ecc37b31e27fb8b50fb503080ffa.jpg,640,640,Seal-width,260,317,337,364
IMG_2575_JPG.rf.5218ecc37b31e27fb8b50fb503080ffa.jpg,640,640,Seal-width,327,364,364,426
IMG_1992_JPG.rf.c5bbfb24d5208cea857acd9096768819.jpg,640,640,Wrinkle,435,431,462,478
IMG_2464_JPG.rf.9dd25e2e15ab47c8b4e4bca5d6e009bd.jpg,640,640,Saline-level,164,342,239,452
IMG_2464_JPG.rf.9dd25e2e15ab47c8b4e4bca5d6e009bd.jpg,640,640,Foreign_particle,190,440,210,452
IMG_2004_JPG.rf.0e1f94af6756ca89520cd64a24f69335.jpg,640,640,Wrinkle,438,443,457,478
IMG_1902_JPG.rf.d2df8c18eb6d557b87f7044831078741.jpg,640,640,Foreign_particle,200,422,203,427
IMG_2919_JPG.rf.4555d78862f02bcffc01885c5d22b549.jpg,640,640,Seal-width,118,277,195,345
IMG_2919_JPG.rf.4555d78862f02bcffc01885c5d22b549.jpg,640,640,Seal-width,174,347,201,448
IMG_1803_JPG.rf.33825fe77516aa5d7f2e3a91ca153196.jpg,640,640,Seal-width,419,300,495,344
IMG_1803_JPG.rf.33825fe77516aa5d7f2e3a91ca153196.jpg,640,640,Seal-width,486,345,521,402
IMG_1803_JPG.rf.33825fe77516aa5d7f2e3a91ca153196.jpg,640,640,Foreign_particle,96,368,105,380
IMG_1818_JPG.rf.0ac7d38f39ee164d252cb0367fcb6c17.jpg,640,640,Seal-width,274,391,348,446
IMG_1818_JPG.rf.0ac7d38f39ee164d252cb0367fcb6c17.jpg,640,640,Seal-width,341,323,380,392
photo_32_2024-10-16_11-36-37_jpg.rf.1a1e99f6cd4fb78521730b5218ef4d6f.jpg,640,640,Wrinkle,446,302,487,325
photo_32_2024-10-16_11-36-37_jpg.rf.1a1e99f6cd4fb78521730b5218ef4d6f.jpg,640,640,Wrinkle,356,358,391,387
IMG_2551_JPG.rf.2da581236e4be076a7c9568637ee9b94.jpg,640,640,Seal-width,402,321,467,357
IMG_2551_JPG.rf.2da581236e4be076a7c9568637ee9b94.jpg,640,640,Seal-width,460,357,487,444
IMG_2704_JPG.rf.4a6684fe71199a7f7bd493cb8b223ea9.jpg,640,640,Wrinkle,362,398,379,420
IMG_2704_JPG.rf.4a6684fe71199a7f7bd493cb8b223ea9.jpg,640,640,Wrinkle,319,466,333,492
IMG_2704_JPG.rf.4a6684fe71199a7f7bd493cb8b223ea9.jpg,640,640,Foreign_particle,487,379,498,395
IMG_2423_JPG.rf.6f9ba404994367083cb6fdc3cb4951ad.jpg,640,640,Saline-level,165,331,196,370
IMG_2423_JPG.rf.6f9ba404994367083cb6fdc3cb4951ad.jpg,640,640,Foreign_particle,460,404,465,413
IMG_2423_JPG.rf.6f9ba404994367083cb6fdc3cb4951ad.jpg,640,640,Foreign_particle,286,373,292,383
IMG_2423_JPG.rf.6f9ba404994367083cb6fdc3cb4951ad.jpg,640,640,Foreign_particle,313,390,317,395
IMG_1776_JPG.rf.46e89369462ff08ba960b7b5d023333e.jpg,640,640,Foreign_particle,204,400,209,412
IMG_1776_JPG.rf.46e89369462ff08ba960b7b5d023333e.jpg,640,640,Seal-width,356,279,409,327
IMG_1776_JPG.rf.46e89369462ff08ba960b7b5d023333e.jpg,640,640,Seal-width,398,327,442,392
IMG_2687_JPG.rf.4091dac4c166f1147934564752d7fac2.jpg,640,640,Wrinkle,454,451,473,484
IMG_2687_JPG.rf.4091dac4c166f1147934564752d7fac2.jpg,640,640,Wrinkle,480,376,487,386
IMG_2474_JPG.rf.c38202082c9ab19f3b97c5e9e9fe52cc.jpg,640,640,Saline-level,320,185,410,247
IMG_2474_JPG.rf.c38202082c9ab19f3b97c5e9e9fe52cc.jpg,640,640,Foreign_particle,399,204,410,222
IMG_2474_JPG.rf.c38202082c9ab19f3b97c5e9e9fe52cc.jpg,640,640,Foreign_particle,386,229,393,236
IMG_1804_JPG.rf.a8f043a19f47d6e9e9d939f4834b9581.jpg,640,640,Seal-width,141,306,190,348
IMG_1804_JPG.rf.a8f043a19f47d6e9e9d939f4834b9581.jpg,640,640,Seal-width,116,249,150,306
IMG_1804_JPG.rf.a8f043a19f47d6e9e9d939f4834b9581.jpg,640,640,Foreign_particle,512,267,519,279
111_8314_JPG.rf.5c196a98b8b067512326e268f30e43c7.jpg,640,640,Wrinkle,420,399,444,455
IMG_1915_JPG.rf.56114157a794d77cf518859509e26884.jpg,640,640,Seal-width,488,387,506,478
IMG_1915_JPG.rf.56114157a794d77cf518859509e26884.jpg,640,640,Seal-width,415,478,494,525
IMG_1882_JPG.rf.bac3f6b722493047890b45c0bb584441.jpg,640,640,Seal-width,101,311,182,388
IMG_1882_JPG.rf.bac3f6b722493047890b45c0bb584441.jpg,640,640,Foreign_particle,121,346,127,353
IMG_1882_JPG.rf.bac3f6b722493047890b45c0bb584441.jpg,640,640,Seal-width,169,389,188,465
IMG_2820_JPG.rf.d02d4eaf4a8b1eb65619d30981fa3e7c.jpg,640,640,Leakage,223,416,301,467
IMG_1692_JPG.rf.94cdc4520c0ca7b75354988ab4bacfca.jpg,640,640,Foreign_particle,472,428,475,433
IMG_1692_JPG.rf.94cdc4520c0ca7b75354988ab4bacfca.jpg,640,640,Leakage,244,312,347,465
IMG_1692_JPG.rf.94cdc4520c0ca7b75354988ab4bacfca.jpg,640,640,Foreign_particle,313,437,316,441
IMG_2589_JPG.rf.8ff905f62c6dbc8bd118e0b357f2715a.jpg,640,640,Seal-width,311,295,383,335
IMG_2589_JPG.rf.8ff905f62c6dbc8bd118e0b357f2715a.jpg,640,640,Seal-width,290,335,321,403
IMG_2552_JPG.rf.d0e6bfa3c198325fb13d52e01b2a2a8f.jpg,640,640,Seal-width,413,326,464,361
IMG_2552_JPG.rf.d0e6bfa3c198325fb13d52e01b2a2a8f.jpg,640,640,Seal-width,458,361,483,456
IMG_1881_JPG.rf.f92e71414b82c6d02eb28db82f1c6514.jpg,640,640,Seal-width,105,307,179,368
IMG_1881_JPG.rf.f92e71414b82c6d02eb28db82f1c6514.jpg,640,640,Foreign_particle,121,340,125,346
IMG_1881_JPG.rf.f92e71414b82c6d02eb28db82f1c6514.jpg,640,640,Foreign_particle,142,463,147,468
IMG_1881_JPG.rf.f92e71414b82c6d02eb28db82f1c6514.jpg,640,640,Seal-width,166,368,186,454
IMG_2803_JPG.rf.10e414f72a463bfa8b4f37acaea89fd2.jpg,640,640,Leakage,193,87,336,183
IMG_2786_JPG.rf.2c6cdee91af72d5b8aa65064fabf451d.jpg,640,640,Leakage,203,218,314,291
IMG_1695_JPG.rf.c411b9929e62011ea831680ac0ec651a.jpg,640,640,Foreign_particle,472,396,475,401
IMG_1695_JPG.rf.c411b9929e62011ea831680ac0ec651a.jpg,640,640,Leakage,267,301,343,414
IMG_1643_JPG.rf.d403becff2ab4f9110d8387be7481cdd.jpg,640,640,Saline-level,94,191,191,346
IMG_3944_JPEG.rf.df99dd3d292091564ffc795ae1bdce9f.jpg,640,640,Leakage,460,196,605,378
IMG_1979_JPG.rf.142793b4937aab99d16ee0edd4d3864c.jpg,640,640,Wrinkle,381,390,401,409
IMG_1979_JPG.rf.142793b4937aab99d16ee0edd4d3864c.jpg,640,640,Wrinkle,336,470,349,497
IMG_3941_JPEG.rf.d74e23d3eda63c43c52a3da1a5ba37e3.jpg,640,640,Leakage,278,428,458,569
IMG_2559_JPG.rf.6d479286cd1db20cb00c8a6d87435f01.jpg,640,640,Seal-width,169,285,212,321
IMG_2559_JPG.rf.6d479286cd1db20cb00c8a6d87435f01.jpg,640,640,Seal-width,149,321,176,420
photo_31_2024-10-16_11-36-37_jpg.rf.62eb42837a1679525306304598b52e03.jpg,640,640,Wrinkle,442,332,488,353
photo_31_2024-10-16_11-36-37_jpg.rf.62eb42837a1679525306304598b52e03.jpg,640,640,Wrinkle,356,387,392,413
IMG_1624_JPG.rf.38570ac275a740494d74f8d2737a49df.jpg,640,640,Saline-level,429,331,529,483
IMG_1624_JPG.rf.38570ac275a740494d74f8d2737a49df.jpg,640,640,Foreign_particle,437,416,441,423
IMG_1624_JPG.rf.38570ac275a740494d74f8d2737a49df.jpg,640,640,Foreign_particle,511,376,514,381
IMG_2463_JPG.rf.792a40eeef27a509650fba017391095e.jpg,640,640,Saline-level,249,187,370,268
IMG_1788_JPG.rf.0e223b4414efd5e202f177f3bb8bdd66.jpg,640,640,Foreign_particle,422,273,433,294
IMG_1788_JPG.rf.0e223b4414efd5e202f177f3bb8bdd66.jpg,640,640,Seal-width,237,361,316,403
IMG_1788_JPG.rf.0e223b4414efd5e202f177f3bb8bdd66.jpg,640,640,Seal-width,203,295,250,359
IMG_2788_JPG.rf.31c72c4184bfe605f1a5a494e5cd3968.jpg,640,640,Leakage,311,226,431,305
IMG_2788_JPG.rf.31c72c4184bfe605f1a5a494e5cd3968.jpg,640,640,Foreign_particle,402,402,406,405
IMG_2900_JPG.rf.91e6241cacb497ca9e280ae1e5c7910f.jpg,640,640,Saline-level,196,311,220,350
IMG_3961_JPEG.rf.91740f0de628103428facde4aec15b70.jpg,640,640,Saline-level,265,416,427,538
IMG_3961_JPEG.rf.91740f0de628103428facde4aec15b70.jpg,640,640,Seal-width,258,241,455,389
IMG_2899_JPG.rf.38cd45d5918da1cb0b23d87026c04075.jpg,640,640,Saline-level,456,276,486,321
IMG_2787_JPG.rf.7e8be775bcf8f8905ba3a7d1338b8f00.jpg,640,640,Foreign_particle,408,398,410,401
IMG_2787_JPG.rf.7e8be775bcf8f8905ba3a7d1338b8f00.jpg,640,640,Leakage,317,223,435,301
IMG_1978_JPG.rf.42b2d413e31050e2db2a12d5b2e8ecf7.jpg,640,640,Wrinkle,244,389,266,408
IMG_1978_JPG.rf.42b2d413e31050e2db2a12d5b2e8ecf7.jpg,640,640,Wrinkle,295,473,310,501
IMG_1911_JPG.rf.3451c3d8630cd044cf0d00fefa959b30.jpg,640,640,Seal-width,438,334,493,404
IMG_1911_JPG.rf.3451c3d8630cd044cf0d00fefa959b30.jpg,640,640,Seal-width,484,404,495,482
IMG_2575_JPG.rf.50650a684458745312674a429321e007.jpg,640,640,Seal-width,304,317,381,364
IMG_2575_JPG.rf.50650a684458745312674a429321e007.jpg,640,640,Seal-width,276,364,313,426
photo_3_2024-10-16_11-36-37_jpg.rf.4674b686ab2305e88103f4b9753cdfcd.jpg,640,640,Leakage,467,201,598,367
IMG_1787_JPG.rf.612e3afed1a114a608a0533b3ed6a1a9.jpg,640,640,Seal-width,234,249,312,302
IMG_1787_JPG.rf.612e3afed1a114a608a0533b3ed6a1a9.jpg,640,640,Seal-width,200,300,240,363
IMG_1787_JPG.rf.612e3afed1a114a608a0533b3ed6a1a9.jpg,640,640,Foreign_particle,422,367,429,377
IMG_1991_JPG.rf.72a939644e78dcfc9b0f957ecc417148.jpg,640,640,Wrinkle,417,171,447,219
photo_40_2024-10-16_11-36-37_jpg.rf.47c08883ed29b417dadd67da82c69df0.jpg,640,640,Saline-level,375,512,423,545
IMG_1711_JPG.rf.246e3fedfd0deca1e98590d6e2820a44.jpg,640,640,Foreign_particle,266,215,270,221
IMG_1711_JPG.rf.246e3fedfd0deca1e98590d6e2820a44.jpg,640,640,Leakage,445,121,579,321
IMG_2560_JPG.rf.c77b2d148f688ad50b3ff097520a2bb2.jpg,640,640,Seal-width,311,176,346,232
IMG_2560_JPG.rf.c77b2d148f688ad50b3ff097520a2bb2.jpg,640,640,Seal-width,348,160,438,180
IMG_1638_JPG.rf.6adcfe35449baaa2bd133466d71c5049.jpg,640,640,Saline-level,407,281,498,418
IMG_1638_JPG.rf.6adcfe35449baaa2bd133466d71c5049.jpg,640,640,Foreign_particle,417,358,419,363
IMG_1638_JPG.rf.6adcfe35449baaa2bd133466d71c5049.jpg,640,640,Foreign_particle,479,317,482,321
IMG_1638_JPG.rf.6adcfe35449baaa2bd133466d71c5049.jpg,640,640,Foreign_particle,337,304,342,311
IMG_1638_JPG.rf.6adcfe35449baaa2bd133466d71c5049.jpg,640,640,Foreign_particle,228,329,231,335
IMG_2819_JPG.rf.e611be6fd2b6fecba90fbbdad79efc22.jpg,640,640,Leakage,219,413,296,465
IMG_2477_JPG.rf.495db4b332958c707adde6c5b3d12b8a.jpg,640,640,Saline-level,341,407,460,487
IMG_2477_JPG.rf.495db4b332958c707adde6c5b3d12b8a.jpg,640,640,Foreign_particle,444,439,459,458
IMG_2477_JPG.rf.495db4b332958c707adde6c5b3d12b8a.jpg,640,640,Foreign_particle,427,420,433,428
IMG_2477_JPG.rf.495db4b332958c707adde6c5b3d12b8a.jpg,640,640,Foreign_particle,373,256,378,260
IMG_2477_JPG.rf.495db4b332958c707adde6c5b3d12b8a.jpg,640,640,Foreign_particle,436,224,441,230
IMG_2707_JPG.rf.8830d91d680e22cf738643e056d96200.jpg,640,640,Wrinkle,360,407,376,429
IMG_2707_JPG.rf.8830d91d680e22cf738643e056d96200.jpg,640,640,Wrinkle,319,473,333,499
IMG_2707_JPG.rf.8830d91d680e22cf738643e056d96200.jpg,640,640,Foreign_particle,485,391,495,402
IMG_1638_JPG.rf.7437e2d058d90cc34079453861bb923e.jpg,640,640,Saline-level,143,281,234,418
IMG_1638_JPG.rf.7437e2d058d90cc34079453861bb923e.jpg,640,640,Foreign_particle,221,358,223,363
IMG_1638_JPG.rf.7437e2d058d90cc34079453861bb923e.jpg,640,640,Foreign_particle,158,317,161,321
IMG_1638_JPG.rf.7437e2d058d90cc34079453861bb923e.jpg,640,640,Foreign_particle,298,304,303,311
IMG_1638_JPG.rf.7437e2d058d90cc34079453861bb923e.jpg,640,640,Foreign_particle,409,329,412,335
111_8313_JPG.rf.d4dbaaf057a1c78bbae1b25b13ab99c1.jpg,640,640,Wrinkle,195,413,219,459
111_8313_JPG.rf.d4dbaaf057a1c78bbae1b25b13ab99c1.jpg,640,640,Foreign_particle,203,395,213,405
111_8313_JPG.rf.d4dbaaf057a1c78bbae1b25b13ab99c1.jpg,640,640,Foreign_particle,148,421,158,431
IMG_1991_JPG.rf.48a831fb918ed14defdcf4a8ec9d2cfd.jpg,640,640,Wrinkle,417,421,447,469
IMG_2006_JPG.rf.4b06b765a6dd34be04fa6abe5ae743a1.jpg,640,640,Wrinkle,358,394,385,412
photo_54_2024-10-16_11-36-37_jpg.rf.09261024da5ab1305d824d4a2dd117c1.jpg,640,640,Saline-level,80,288,212,458
IMG_2806_JPG.rf.0604877364207eb014ed85528923fd75.jpg,640,640,Leakage,230,457,310,509
IMG_2591_JPG.rf.ec99d619eb24f34d04c7a68ac4589291.jpg,640,640,Seal-width,305,326,364,360
IMG_2591_JPG.rf.ec99d619eb24f34d04c7a68ac4589291.jpg,640,640,Seal-width,285,273,313,325
111_8321_JPG.rf.aa7b56aa9b076ab1c2bee493591d6e0d.jpg,640,640,Wrinkle,432,172,461,247
IMG_3977_JPEG.rf.5d642fadf89dd974482b1efa8c22dc3a.jpg,640,640,Saline-level,371,110,416,144
IMG_3977_JPEG.rf.5d642fadf89dd974482b1efa8c22dc3a.jpg,640,640,Foreign_particle,347,141,354,149
IMG_3977_JPEG.rf.5d642fadf89dd974482b1efa8c22dc3a.jpg,640,640,Foreign_particle,377,155,389,165
IMG_3977_JPEG.rf.5d642fadf89dd974482b1efa8c22dc3a.jpg,640,640,Foreign_particle,426,143,434,153
IMG_3977_JPEG.rf.5d642fadf89dd974482b1efa8c22dc3a.jpg,640,640,Foreign_particle,367,98,377,107
IMG_1912_JPG.rf.bace743194b818c7a44239ad0d41135b.jpg,640,640,Seal-width,454,330,468,413
IMG_1912_JPG.rf.bace743194b818c7a44239ad0d41135b.jpg,640,640,Seal-width,420,290,461,331
IMG_1802_JPG.rf.9b7b05a38f0b9f8f19b8482e0d3fbaef.jpg,640,640,Seal-width,151,300,212,339
IMG_1802_JPG.rf.9b7b05a38f0b9f8f19b8482e0d3fbaef.jpg,640,640,Seal-width,126,241,164,301
IMG_1802_JPG.rf.9b7b05a38f0b9f8f19b8482e0d3fbaef.jpg,640,640,Foreign_particle,546,260,552,268
IMG_2690_JPG.rf.159bf93f0bc466ce2ffd6f64b63ea44b.jpg,640,640,Foreign_particle,462,276,470,286
IMG_2576_JPG.rf.a15976ce6b7b564dbb1033f60f405435.jpg,640,640,Seal-width,274,282,330,323
IMG_2576_JPG.rf.a15976ce6b7b564dbb1033f60f405435.jpg,640,640,Seal-width,325,222,351,281
IMG_2576_JPG.rf.a15976ce6b7b564dbb1033f60f405435.jpg,640,640,Foreign_particle,450,186,458,193
IMG_2919_JPG.rf.348757e39c9b818e45d6ba7005ca0818.jpg,640,640,Seal-width,446,277,523,345
IMG_2919_JPG.rf.348757e39c9b818e45d6ba7005ca0818.jpg,640,640,Seal-width,439,347,466,448
IMG_3999_JPEG.rf.cda0135a2a8d6ea80dc159394d3ad08e.jpg,640,640,Wrinkle,239,271,299,291
IMG_3981_JPEG.rf.9800f6c81c1492d53d7d6ac0d7fa4424.jpg,640,640,Saline-level,226,116,265,147
IMG_3981_JPEG.rf.9800f6c81c1492d53d7d6ac0d7fa4424.jpg,640,640,Foreign_particle,263,162,276,176
IMG_3981_JPEG.rf.9800f6c81c1492d53d7d6ac0d7fa4424.jpg,640,640,Foreign_particle,284,139,293,150
IMG_3981_JPEG.rf.9800f6c81c1492d53d7d6ac0d7fa4424.jpg,640,640,Foreign_particle,254,104,269,112
IMG_3981_JPEG.rf.9800f6c81c1492d53d7d6ac0d7fa4424.jpg,640,640,Foreign_particle,222,120,226,124
IMG_2805_JPG.rf.491f4ab7bf30e08a93d7681deea6cf03.jpg,640,640,Leakage,168,60,293,138
IMG_1647_JPG.rf.c7ea45425db818fcabe197d75acfdbbd.jpg,640,640,Saline-level,406,184,501,332
IMG_2577_JPG.rf.6981ed111d20a02e0c21c754cf95e161.jpg,640,640,Seal-width,270,281,324,315
IMG_2577_JPG.rf.6981ed111d20a02e0c21c754cf95e161.jpg,640,640,Seal-width,314,232,344,281
IMG_2577_JPG.rf.6981ed111d20a02e0c21c754cf95e161.jpg,640,640,Foreign_particle,436,190,442,195
IMG_2823_JPG.rf.edb501cdb0b5e8db83d014b129ecfb5d.jpg,640,640,Leakage,345,419,454,490
photo_57_2024-10-16_11-36-37_jpg.rf.709ebc8e52b29089a2fa7d6df0abbd38.jpg,640,640,Saline-level,293,450,476,584
IMG_2457_JPG.rf.85981fc05f8b78796893caa06c736f48.jpg,640,640,Saline-level,453,307,567,481
